participant_id,date,original_filename,trial_number,reaction_time,correct,correct_position,chosen_position,prompt,sample_name,file_1_name,file_2_name,file_3_name,file_4_name,colour_1_stimul,colour_2_stimul,colour_3_stimul,colour_4_stimul,date_parsed,participant_id_original,participant_id_normalized,file_path,stimuli_quantity,colored,nut_quantity,juice_quantity,datetime,mean_reaction_time,percent_correct,omission_percent,experiment_duration,session_id,most_popular_position
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,11,846,0,1th,3,,,y_00639,c_00011,m_01233,j_01581,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,12,760,0,3th,2,,,c_00379,f_01757,m_00281,j_01155,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,13,892,0,4th,3,,,s_01255,c_00690,m_01770,y_01722,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,14,1002,0,3th,2,,,y_00251,m_01154,s_01683,f_01793,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,15,807,0,2th,1,,,m_00723,y_00190,f_00304,s_00381,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,16,771,1,2th,2,,,f_01070,m_00762,c_01270,s_00058,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,17,768,0,4th,1,,,s_00960,y_01277,m_00058,c_01736,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,18,647,1,3th,3,,,y_01637,m_01155,f_01307,j_00315,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,19,856,0,2th,4,,,m_01113,y_00963,f_01528,j_00423,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,20,878,1,3th,3,,,m_01477,y_00388,f_00974,s_00021,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,21,797,0,1th,4,,,c_01459,m_01365,s_01550,j_00921,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,22,920,0,3th,2,,,m_01243,s_01441,f_01688,c_01492,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,23,832,0,1th,3,,,j_00928,y_00296,m_01605,f_01002,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,24,660,0,2th,3,,,j_00562,s_00750,f_01100,y_01678,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,25,2693,0,4th,1,,,f_00542,y_01176,c_00622,m_00902,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,26,745,0,4th,3,,,c_01700,s_00346,y_01318,j_00101,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,27,1119,0,3th,1,,,f_01184,c_01456,s_00610,y_01089,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,29,875,0,2th,3,,,c_01016,f_00284,m_00723,s_01506,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,31,849,1,1th,1,,,y_01390,c_00366,s_00808,f_01341,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,32,674,0,1th,3,,,m_01350,c_00305,s_01554,j_00363,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,33,804,0,3th,2,,,j_01664,f_01651,m_01681,s_00301,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,34,985,1,4th,4,,,c_01567,f_00073,s_00122,m_01113,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,35,755,1,3th,3,,,s_00047,y_01450,f_01537,c_01588,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,36,770,1,3th,3,,,j_00832,y_00600,f_00066,m_01467,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,37,1004,1,3th,3,,,c_01780,y_01271,j_01786,f_00278,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,38,926,1,2th,2,,,y_00028,m_01394,s_00666,j_00194,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,39,892,0,1th,4,,,f_00561,m_01102,c_01313,y_01334,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,40,1088,0,2th,3,,,m_01339,f_01777,y_00551,c_00879,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,41,1027,1,4th,4,,,c_01702,f_00247,s_01226,y_01576,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,42,824,0,3th,2,,,s_01381,f_00016,y_00568,m_00943,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,43,1362,1,3th,3,,,y_00163,s_01410,c_01459,m_01363,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,44,744,0,4th,1,,,s_00613,m_00828,y_00488,f_00790,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,45,882,1,3th,3,,,y_00301,c_01142,s_01362,f_00080,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,46,1615,0,1th,3,,,c_00320,s_01276,j_00336,f_00270,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,47,1635,0,2th,4,,,f_00985,j_01488,s_01541,m_00465,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,48,3557,0,2th,3,,,m_00560,j_00588,y_01575,c_00070,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,49,1013,0,3th,2,,,c_00900,f_00658,y_01686,s_00585,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter.txt,50,1344,1,3th,3,,,f_00365,y_01582,m_01520,j_00316,,,,,2025-06-02,Jupiter,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter.txt,4.0,,1.0,0.0,02.06.2025 11:59:45,980.0,35.0,4.0,"9 min, 35 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter_2.txt,4,718,0,1th,3,,,y_00911,f_00517,m_00833,j_01451,,,,,2025-06-02,Jupiter_2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter_2.txt,4.0,,1.0,0.0,02.06.2025 12:10:42,1101.0,40.0,26.0,"9 min, 40 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter_2.txt,5,1013,1,2th,2,,,m_00313,s_01093,j_01800,f_00490,,,,,2025-06-02,Jupiter_2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter_2.txt,4.0,,1.0,0.0,02.06.2025 12:10:42,1101.0,40.0,26.0,"9 min, 40 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter_2.txt,6,722,0,4th,3,,,f_01099,s_00639,y_01034,c_01272,,,,,2025-06-02,Jupiter_2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter_2.txt,4.0,,1.0,0.0,02.06.2025 12:10:42,1101.0,40.0,26.0,"9 min, 40 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter_2.txt,7,648,0,4th,1,,,c_01200,y_00821,j_01446,s_00340,,,,,2025-06-02,Jupiter_2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter_2.txt,4.0,,1.0,0.0,02.06.2025 12:10:42,1101.0,40.0,26.0,"9 min, 40 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter_2.txt,8,1059,0,1th,3,,,f_00485,c_01211,s_01586,m_00034,,,,,2025-06-02,Jupiter_2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter_2.txt,4.0,,1.0,0.0,02.06.2025 12:10:42,1101.0,40.0,26.0,"9 min, 40 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter_2.txt,9,2298,0,4th,1,,,s_00157,j_01670,m_00727,y_01209,,,,,2025-06-02,Jupiter_2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter_2.txt,4.0,,1.0,0.0,02.06.2025 12:10:42,1101.0,40.0,26.0,"9 min, 40 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter_2.txt,10,793,0,1th,3,,,j_00391,s_00064,y_00460,m_01384,,,,,2025-06-02,Jupiter_2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter_2.txt,4.0,,1.0,0.0,02.06.2025 12:10:42,1101.0,40.0,26.0,"9 min, 40 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter_2.txt,11,1034,1,2th,2,,,f_00422,m_00907,j_01436,s_01341,,,,,2025-06-02,Jupiter_2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter_2.txt,4.0,,1.0,0.0,02.06.2025 12:10:42,1101.0,40.0,26.0,"9 min, 40 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter_2.txt,12,763,1,1th,1,,,c_00876,m_01056,f_01530,j_00774,,,,,2025-06-02,Jupiter_2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter_2.txt,4.0,,1.0,0.0,02.06.2025 12:10:42,1101.0,40.0,26.0,"9 min, 40 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter_2.txt,13,936,1,1th,1,,,m_01208,f_01517,j_00991,y_00395,,,,,2025-06-02,Jupiter_2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter_2.txt,4.0,,1.0,0.0,02.06.2025 12:10:42,1101.0,40.0,26.0,"9 min, 40 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter_2.txt,14,890,1,3th,3,,,m_00996,y_00783,s_01407,c_00247,,,,,2025-06-02,Jupiter_2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter_2.txt,4.0,,1.0,0.0,02.06.2025 12:10:42,1101.0,40.0,26.0,"9 min, 40 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter_2.txt,15,592,0,2th,3,,,j_00948,f_00151,c_00396,m_00053,,,,,2025-06-02,Jupiter_2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter_2.txt,4.0,,1.0,0.0,02.06.2025 12:10:42,1101.0,40.0,26.0,"9 min, 40 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter_2.txt,16,617,0,4th,3,,,s_00257,f_00807,c_00911,m_00314,,,,,2025-06-02,Jupiter_2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter_2.txt,4.0,,1.0,0.0,02.06.2025 12:10:42,1101.0,40.0,26.0,"9 min, 40 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter_2.txt,17,956,0,3th,4,,,j_01024,m_00673,c_01536,f_01042,,,,,2025-06-02,Jupiter_2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter_2.txt,4.0,,1.0,0.0,02.06.2025 12:10:42,1101.0,40.0,26.0,"9 min, 40 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter_2.txt,18,937,0,4th,2,,,c_01590,s_01425,f_01060,m_00249,,,,,2025-06-02,Jupiter_2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter_2.txt,4.0,,1.0,0.0,02.06.2025 12:10:42,1101.0,40.0,26.0,"9 min, 40 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter_2.txt,19,824,0,4th,1,,,s_00633,y_00417,m_00068,f_00192,,,,,2025-06-02,Jupiter_2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter_2.txt,4.0,,1.0,0.0,02.06.2025 12:10:42,1101.0,40.0,26.0,"9 min, 40 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter_2.txt,20,1817,0,4th,3,,,c_01004,s_01494,f_00397,m_00144,,,,,2025-06-02,Jupiter_2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter_2.txt,4.0,,1.0,0.0,02.06.2025 12:10:42,1101.0,40.0,26.0,"9 min, 40 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter_2.txt,21,702,0,2th,1,,,y_01092,f_00673,j_00932,s_00768,,,,,2025-06-02,Jupiter_2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter_2.txt,4.0,,1.0,0.0,02.06.2025 12:10:42,1101.0,40.0,26.0,"9 min, 40 sec",1,3
Jupiter,02.06.2025,02.06.2025 - Jupiter_2.txt,22,1156,0,3th,4,,,m_00220,s_01192,y_00839,c_01174,,,,,2025-06-02,Jupiter_2,Jupiter,/content/drive/MyDrive/Pavlov/Макаки учатся/Experiment Data/Data/02.06.2025/02.06.2025 - Jupiter_2.txt,4.0,,1.0,0.0,02.06.2025 12:10:42,1101.0,40.0,26.0,"9 min, 40 sec",1,3
